;;;;;;;;;REGISTRO DE INGRESOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Codigo
Cliente";Ciudad;Zona;"Nombre Comercial o 
Nombre del Cliente";CodigoVendedor;Vendedor;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;Total 2022;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;Total 2023;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;Total 2024;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;Total 2025;Total General
736;La Paz;12 DE OCTUBRE;FERRETERIA FERRIOBRAS CEJA;15;ROLY CHALCO;166.09;0.0;146.44;0.0;0.0;0.0;123.09;0.0;0.0;0.0;103.26;258.81;797.69;217.54;216.59;0.0;160.43;247.1;233.46;0.0;320.33;0.0;182.29;0.0;0.0;1577.74;0.0;246.92;363.89;179.3;242.66;230.51;171.85;0.0;356.02;205.48;108.23;151.67;2256.53;144.76;172.76;0.0;238.68;190.34;137.79;67.9;128.64;316.23;1397.09;6029.05
633;La Paz;12 DE OCTUBRE;FERRETERIA SHANDDAI (12 DE OCTUBRE);15;ROLY CHALCO;0.0;134.77;0.0;161.26;171.41;89.77;57.49;83.02;115.27;0.0;109.57;0.0;922.58;164.14;0.0;158.0;0.0;127.35;0.0;138.3;170.91;237.36;0.0;0.0;91.64;1087.7;165.89;0.0;0.0;70.0;201.78;216.04;146.9;163.92;265.23;120.06;111.39;0.0;1461.22;230.56;124.02;125.01;159.97;145.36;78.68;46.16;0.0;123.63;1033.38;4504.88
2843;La Paz;12 DE OCTUBRE;D  Y M ELECTRIC;15;ROLY CHALCO;0.0;0.0;246.8;157.81;347.72;148.64;121.74;351.3;265.97;302.99;227.0;153.64;2323.59;88.2;235.84;352.43;294.48;526.27;407.27;177.93;270.27;408.28;237.84;198.69;196.91;3394.41;232.48;292.91;170.13;63.13;356.61;211.3;201.42;212.62;319.27;157.67;234.35;219.85;2671.74;116.04;266.36;171.74;185.46;194.78;52.39;180.25;170.79;267.52;1605.33;9995.08
587;La Paz;12 DE OCTUBRE;FERRETERIA CRISS ELECTRIC;15;ROLY CHALCO;337.17;457.86;631.47;340.64;671.2;603.39;369.61;575.93;517.82;511.22;327.33;258.4;5602.03;608.96;718.81;0.0;220.16;0.0;538.6;695.18;933.83;528.35;460.95;511.7;465.94;5682.49;385.88;538.13;840.2;594.33;778.78;418.16;316.41;707.4;501.5;731.88;367.32;351.7;6531.7;434.72;363.69;373.46;395.38;428.31;283.69;396.87;615.9;677.24;3969.27;21785.49
1104;La Paz;12 DE OCTUBRE;FERRETERIA BENI;15;ROLY CHALCO;0.0;83.33;102.07;0.0;85.9;132.23;0.0;150.83;0.0;157.91;0.0;170.47;882.73;273.07;106.1;111.04;0.0;0.0;133.33;89.24;220.96;199.56;163.89;0.0;195.56;1492.74;146.77;96.2;161.21;200.67;136.38;116.14;100.34;220.84;142.99;123.24;141.35;133.02;1719.15;147.37;117.02;140.91;142.37;141.95;0.0;106.13;167.67;69.38;1032.8;5127.43
2809;La Paz;12 DE OCTUBRE;FERRETERIA NAYRA;15;ROLY CHALCO;0.0;25.52;17.7;24.87;42.12;27.98;16.22;0.0;29.02;35.85;21.05;27.87;268.21;0.0;42.05;15.4;35.13;24.67;0.0;0.0;59.85;73.96;54.78;23.27;24.82;353.92;23.22;43.8;30.99;20.72;58.92;44.35;0.0;12.73;40.7;30.14;39.37;20.96;365.9;30.32;26.29;0.0;10.53;18.31;14.46;0.0;32.89;39.77;172.56;1160.6
2140;La Paz;12 DE OCTUBRE;FERRETERIA JEUZ LED;15;ROLY CHALCO;56.01;50.89;38.36;62.53;65.14;38.85;45.48;43.77;0.0;52.12;54.74;23.59;531.48;70.9;0.0;102.98;67.54;0.0;54.07;46.39;87.55;89.72;49.98;0.0;96.08;665.2;51.7;0.0;61.54;37.12;84.75;48.58;67.23;54.07;97.08;65.32;90.45;72.19;730.03;29.16;46.77;82.12;35.43;62.37;24.68;51.0;130.17;65.1;526.79;2453.5
2468;La Paz;12 DE OCTUBRE;FERRETERIA COLMENA;15;ROLY CHALCO;115.07;122.86;93.44;120.73;91.55;82.12;71.64;89.36;105.59;0.0;91.2;0.0;983.54;117.19;217.37;0.0;0.0;173.08;0.0;70.13;151.37;180.33;73.62;164.59;118.33;1266.02;96.59;106.34;96.41;139.82;146.63;116.57;122.94;126.65;170.91;92.01;156.43;90.1;1461.41;133.47;95.79;74.5;116.7;89.04;68.11;117.95;173.83;94.3;963.68;4674.66
3414;La Paz;12 DE OCTUBRE;ELECTRICA RAYDEM;15;ROLY CHALCO;226.9;181.62;141.47;0.0;296.16;119.09;130.21;281.23;171.4;193.51;268.89;348.87;2359.35;0.0;355.12;182.71;314.62;0.0;259.14;239.44;488.12;157.39;211.51;259.6;280.87;2748.53;248.17;275.62;239.22;224.45;0.0;169.39;222.27;212.87;304.67;0.0;260.66;203.11;2360.42;251.1;364.3;313.16;0.0;260.6;0.0;0.0;333.84;226.81;1749.81;9218.11
704;La Paz;12 DE OCTUBRE;ELECTRO AGUILERA 12 DE OCTUBRE;15;ROLY CHALCO;49.0;22.85;43.24;78.57;57.32;0.0;0.0;77.12;0.0;51.64;0.0;33.94;413.69;68.7;75.76;90.0;0.0;122.18;49.18;93.56;0.0;178.76;53.46;92.85;51.99;876.43;41.01;0.0;0.0;88.83;0.0;67.79;71.37;79.79;67.5;50.16;91.34;70.6;628.4;0.0;64.83;98.25;64.82;103.78;61.72;26.07;67.15;99.06;585.69;2504.2
1750;La Paz;12 DE OCTUBRE;ELÉCTRICA MAR 2;15;ROLY CHALCO;0.0;0.0;0.0;0.0;86.56;131.8;0.0;71.84;109.44;125.95;114.47;69.48;709.54;0.0;197.81;133.4;74.53;168.93;140.18;75.25;388.57;0.0;78.96;0.0;147.95;1405.58;131.08;129.49;0.0;145.7;0.0;162.28;105.62;177.73;0.0;247.98;97.14;96.11;1293.13;43.35;137.23;160.81;138.1;129.99;65.32;94.6;214.36;109.47;1093.23;4501.47
2878;La Paz;12 DE OCTUBRE;FERRETERIA JIMÉNEZ ( 12 DE OCTUBRE);15;ROLY CHALCO;0.0;151.03;0.0;120.15;187.73;145.34;153.35;110.21;125.32;214.79;176.8;145.68;1530.39;194.97;240.14;257.21;238.25;378.96;163.83;136.7;0.0;141.77;210.55;173.09;235.61;2371.08;213.23;203.78;149.77;188.6;230.06;125.42;111.27;0.0;266.0;484.24;123.18;101.1;2196.65;135.68;117.23;122.61;90.48;278.41;163.33;113.17;198.51;297.94;1517.35;7615.48
1579;La Paz;12 DE OCTUBRE;FERRETERIA JHOSELIN 12 DE OCTUBRE;15;ROLY CHALCO;118.05;0.0;173.26;0.0;229.98;0.0;0.0;160.24;282.48;208.88;105.44;0.0;1278.33;141.53;135.52;0.0;182.51;0.0;322.37;0.0;415.37;204.03;363.18;304.75;0.0;2069.25;0.0;0.0;175.62;187.8;298.73;153.0;166.69;239.22;96.11;360.9;311.04;141.67;2130.77;181.37;0.0;139.21;140.05;240.56;180.13;107.02;0.0;389.47;1377.82;6856.17
1189;La Paz;12 DE OCTUBRE;FERRETERIA MELISSA;15;ROLY CHALCO;0.0;0.0;0.0;0.0;0.0;0.0;6.64;9.02;0.0;0.0;9.46;7.2;32.32;0.0;0.0;4.71;0.0;0.0;10.83;0.0;6.52;8.7;11.39;9.68;2.24;54.06;8.99;8.26;0.0;9.73;3.25;5.64;5.32;10.64;12.63;0.0;9.43;7.03;80.91;0.0;7.18;5.28;0.0;10.54;4.15;7.7;0.0;10.96;45.82;213.1
2260;La Paz;12 DE OCTUBRE;REDES ELECTRICAS GUT (12 DE OCTUBRE);15;ROLY CHALCO;325.65;180.61;0.0;184.83;172.8;163.5;83.07;296.37;0.0;239.26;247.53;0.0;1893.61;226.23;96.46;245.67;0.0;232.3;114.04;259.28;362.16;327.24;366.71;219.94;227.79;2677.8;147.01;278.5;334.98;270.52;275.86;207.13;350.29;333.44;187.48;223.4;372.83;282.64;3264.08;104.69;0.0;156.05;188.72;292.38;219.5;138.27;206.07;338.14;1643.82;9479.3
567;La Paz;12 DE OCTUBRE;FERRETERIA RAQZELDY;15;ROLY CHALCO;7.78;0.0;0.0;0.0;0.0;5.68;8.23;11.33;0.0;6.42;0.0;0.0;39.44;0.0;10.58;10.28;13.65;0.0;9.23;7.83;11.71;6.68;0.0;13.2;9.43;92.6;7.65;7.38;11.19;0.0;0.0;0.0;6.73;14.52;9.18;10.58;6.84;0.0;74.06;9.18;5.84;9.24;7.09;2.67;0.0;0.0;0.0;10.3;44.32;250.43
1242;La Paz;12 DE OCTUBRE;DISTRIBUIDORA JAVIER;15;ROLY CHALCO;0.0;0.0;38.42;0.0;0.0;30.35;0.0;49.09;29.33;42.05;33.34;0.0;222.58;32.07;42.43;30.55;116.37;34.63;29.73;29.66;44.91;0.0;0.0;43.6;56.98;460.94;18.31;62.41;42.74;50.23;67.02;39.06;45.44;55.67;53.33;49.36;23.57;0.0;507.14;59.17;67.48;58.67;32.88;44.23;44.62;19.82;46.29;46.5;419.65;1610.32
2797;La Paz;12 DE OCTUBRE;FERRETERIA SEBASTIAN (12 DE OCTUBRE);15;ROLY CHALCO;286.22;241.97;0.0;191.12;0.0;0.0;88.3;144.78;0.0;203.94;231.37;221.05;1608.74;251.23;233.62;263.27;350.35;352.43;347.93;243.97;171.07;376.3;350.22;385.79;303.12;3629.3;246.35;311.71;260.12;215.59;248.15;317.9;195.35;398.19;403.2;0.0;253.85;66.0;2916.4;186.93;458.51;297.74;257.64;425.27;139.41;191.7;343.45;0.0;2300.66;10455.11
3443;La Paz;12 DE OCTUBRE;FERRETERIA D & J;15;ROLY CHALCO;240.86;178.92;304.57;245.91;325.99;241.85;183.52;355.58;243.6;197.71;210.66;297.86;3027.0;626.76;384.88;403.47;347.66;498.22;344.37;326.12;387.9;484.86;460.52;211.04;256.15;4731.94;214.3;295.74;774.04;299.15;508.17;266.56;215.86;417.88;434.28;266.18;344.75;234.44;4271.35;127.4;249.54;386.2;562.73;179.1;337.24;80.14;254.06;342.95;2519.35;14549.65
568;La Paz;12 DE OCTUBRE;FERRETERIA + NEGOCIOS;15;ROLY CHALCO;0.0;0.0;76.2;0.0;106.28;75.82;0.0;118.62;0.0;63.76;108.72;0.0;549.4;69.74;0.0;0.0;91.14;78.0;65.83;82.62;47.61;126.29;85.67;0.0;95.01;741.92;0.0;133.42;94.86;66.28;164.09;92.4;79.11;0.0;84.87;74.11;72.69;77.56;939.39;75.62;98.49;76.32;83.21;135.24;90.3;54.08;58.26;143.82;815.34;3046.04
2422;La Paz;12 DE OCTUBRE;ILUMINACION CHAVEZ;15;ROLY CHALCO;37.68;0.0;0.0;31.22;21.19;0.0;0.0;0.0;35.95;0.0;0.0;0.0;126.04;45.84;0.0;31.48;47.84;25.83;0.0;0.0;43.1;81.19;43.84;32.33;32.64;384.08;0.0;0.0;52.91;24.41;51.8;0.0;55.82;40.69;53.92;26.9;56.42;33.53;396.4;0.0;27.52;38.61;41.28;55.99;21.98;22.39;0.0;37.73;245.5;1152.02
659;La Paz;12 DE OCTUBRE;FERRETERIA FERROMARCA;15;ROLY CHALCO;53.77;31.2;27.08;46.34;0.0;0.0;0.0;31.56;62.06;42.8;0.0;19.76;314.56;58.9;34.87;0.0;0.0;0.0;0.0;55.6;53.79;35.91;53.34;52.35;51.05;395.82;44.57;0.0;47.37;74.62;67.94;41.62;60.6;61.97;89.4;69.91;49.79;46.89;654.68;0.0;62.68;56.2;32.81;0.0;26.76;33.77;50.65;63.42;326.28;1691.33
2800;La Paz;12 DE OCTUBRE;COLOR SHOP (12 DE OCTUBRE );15;ROLY CHALCO;94.06;89.8;112.82;0.0;93.79;91.82;0.0;125.83;0.0;84.87;97.73;54.63;845.35;0.0;170.22;165.31;122.23;221.99;0.0;69.94;207.8;117.67;100.25;114.95;96.71;1387.06;100.88;165.92;65.46;135.12;52.4;137.45;53.61;77.4;112.08;54.89;0.0;106.02;1061.23;84.49;100.49;110.59;80.04;202.55;172.97;94.1;82.16;146.36;1073.75;4367.4
582;La Paz;12 DE OCTUBRE;FERRETERIA DIPER;15;ROLY CHALCO;0.0;0.0;0.0;10.89;0.0;0.0;3.92;14.62;11.21;5.9;0.0;7.92;54.46;0.0;0.0;11.99;0.0;0.0;12.84;6.86;0.0;0.0;17.49;8.36;10.93;68.46;0.0;0.0;21.15;0.0;0.0;9.11;6.95;0.0;22.97;15.5;9.28;8.58;93.54;11.43;11.46;8.55;16.95;10.26;9.42;3.63;19.08;10.96;101.74;318.21
1468;La Paz;12 DE OCTUBRE;FERRETERIA ELECTRICO;15;ROLY CHALCO;0.0;0.0;149.95;0.0;0.0;0.0;121.03;182.87;257.75;0.0;69.88;117.81;899.28;0.0;0.0;188.09;393.15;290.33;215.94;0.0;162.96;391.52;229.47;237.49;120.53;2229.48;190.3;0.0;208.61;0.0;0.0;259.23;142.21;212.68;263.53;169.19;132.5;132.42;1710.66;156.46;148.19;192.68;162.31;179.85;174.2;0.0;228.17;0.0;1241.87;6081.29
953;La Paz;12 DE OCTUBRE;FERRETERIA CAMILA (12 DE OCTUBRE);15;ROLY CHALCO;103.86;207.43;0.0;0.0;0.0;184.72;222.21;206.26;237.96;119.12;138.67;190.23;1610.46;0.0;346.69;0.0;0.0;249.25;0.0;167.62;310.1;263.75;251.8;172.15;232.6;1993.95;0.0;119.98;273.56;0.0;91.76;254.54;128.28;217.78;159.04;169.09;166.36;112.91;1693.3;70.42;184.21;224.85;138.77;263.4;148.97;75.0;302.61;396.87;1805.1;7102.82
658;La Paz;12 DE OCTUBRE;FERRETERIA TRUPPER;15;ROLY CHALCO;0.0;0.0;71.17;106.84;0.0;82.56;0.0;0.0;107.38;105.34;93.32;74.38;640.98;110.75;0.0;95.77;66.38;125.67;96.74;79.2;98.91;141.86;121.58;131.6;113.91;1182.38;102.38;54.23;130.4;79.28;0.0;93.8;89.65;178.49;184.7;47.46;54.26;86.2;1100.83;91.84;84.98;134.34;110.9;78.6;113.96;59.64;126.81;141.65;942.72;3866.92
630;La Paz;12 DE OCTUBRE;FERRETERIA ZELENY;15;ROLY CHALCO;79.5;0.0;119.5;117.33;0.0;0.0;73.21;174.21;173.46;98.88;194.87;100.66;1131.62;0.0;0.0;0.0;0.0;131.07;172.45;0.0;146.88;130.47;134.74;0.0;102.23;817.84;130.25;115.63;105.52;59.74;163.82;124.63;108.81;201.32;156.98;183.98;97.55;193.71;1641.94;0.0;129.35;105.7;133.9;213.4;128.08;80.23;130.74;127.13;1048.53;4639.92
678;La Paz;12 DE OCTUBRE;FERRETERIA   CARLOS;15;ROLY CHALCO;9.24;13.0;0.0;8.81;0.0;0.0;6.89;0.0;17.65;9.87;0.0;7.79;73.25;9.47;9.73;11.75;14.69;0.0;0.0;7.05;16.22;17.76;11.1;0.0;7.22;104.98;7.7;7.97;9.62;8.52;10.23;11.35;0.0;10.32;9.66;15.25;10.49;6.87;107.96;4.15;8.74;8.12;8.36;8.64;4.04;7.38;15.39;11.34;76.15;362.33
2874;La Paz;12 DE OCTUBRE;FERRETERIA CRISS ELECTRIC;15;ROLY CHALCO;70.17;63.1;101.2;97.16;93.02;38.59;0.0;96.12;52.72;61.4;29.66;97.82;800.96;141.53;150.17;0.0;95.51;105.52;100.95;25.23;84.68;152.4;120.88;79.11;101.39;1157.36;84.98;71.98;87.86;74.78;86.1;0.0;113.73;133.1;142.78;211.1;66.67;0.0;1073.07;85.2;80.21;82.86;83.38;52.9;65.9;78.48;122.98;39.06;690.98;3722.37
706;La Paz;12 DE OCTUBRE;FERRETERIA YUNQUEÑA;15;ROLY CHALCO;117.14;0.0;0.0;116.53;248.29;0.0;100.94;225.85;117.12;142.12;0.0;0.0;1067.99;213.19;0.0;78.95;171.41;220.28;184.15;0.0;0.0;171.56;286.39;0.0;215.92;1541.86;82.65;175.26;289.59;101.82;0.0;189.44;0.0;194.88;256.38;108.18;104.43;143.53;1646.16;206.49;146.32;0.0;235.32;265.1;121.05;97.31;201.08;128.77;1401.44;5657.43
3400;La Paz;12 DE OCTUBRE;FERRETERIA R Y C (12 DE OCTUBRE);15;ROLY CHALCO;41.56;59.08;0.0;35.23;59.43;23.2;12.22;42.69;0.0;0.0;41.89;17.58;332.89;51.57;0.0;64.73;21.23;51.9;40.75;20.71;86.69;48.83;61.19;32.81;55.43;535.85;66.08;60.58;53.5;40.83;93.83;49.73;0.0;49.18;99.28;81.45;38.38;28.44;661.29;0.0;41.53;52.76;53.48;39.76;48.66;34.71;37.49;40.55;348.94;1878.96
2668;La Paz;12 DE OCTUBRE;CASA DE PINTURAS COLOR HOGAR;15;ROLY CHALCO;238.43;175.57;163.67;186.92;277.8;315.53;191.0;372.95;291.56;382.16;254.39;270.18;3120.15;180.9;486.35;315.65;164.78;425.57;315.72;159.32;559.0;305.72;312.26;261.9;237.41;3724.59;218.73;285.45;152.75;363.68;396.22;323.28;255.68;343.31;247.48;238.1;319.45;340.43;3484.55;332.51;169.2;209.14;0.0;300.62;303.06;113.21;467.59;395.48;2290.82;12620.11
2656;La Paz;12 DE OCTUBRE;DISTRIBUIDORA DE PINTURAS J Y R;15;ROLY CHALCO;133.66;361.56;250.24;206.89;0.0;232.69;211.04;130.51;0.0;233.45;106.69;169.37;2036.1;200.31;0.0;320.83;251.04;464.85;213.08;313.43;185.85;244.95;280.44;222.03;0.0;2696.81;165.73;114.57;202.84;396.65;396.69;126.01;182.56;259.96;339.78;277.54;118.64;221.26;2802.23;265.3;219.78;95.27;161.44;208.19;234.82;155.91;237.34;0.0;1578.04;9113.18
3399;La Paz;12 DE OCTUBRE;FERRETERIA FOQUITO FELIZ;15;ROLY CHALCO;199.48;163.62;111.8;124.46;176.33;0.0;117.54;197.97;141.18;158.85;83.98;114.6;1589.8;123.88;140.29;222.14;161.93;173.65;167.43;162.18;0.0;290.47;207.9;208.05;92.51;1950.43;192.17;199.87;227.24;223.6;169.18;0.0;81.68;124.27;165.13;71.78;0.0;106.42;1561.35;126.33;216.35;164.4;60.54;179.89;119.15;105.24;112.19;135.99;1220.07;6321.64
2256;La Paz;12 DE OCTUBRE;FERRETERIA PREMIUN TOOLS;15;ROLY CHALCO;129.63;350.79;0.0;223.88;0.0;172.44;168.46;351.98;361.99;277.97;179.86;304.58;2521.57;208.04;153.17;210.97;268.97;175.12;165.37;120.77;0.0;320.14;429.31;0.0;326.22;2378.08;143.39;243.42;307.24;335.84;437.86;264.42;291.33;357.79;422.77;0.0;208.32;243.71;3256.1;208.05;169.22;339.86;332.64;264.73;320.75;209.37;277.58;361.89;2484.07;10639.81
588;La Paz;12 DE OCTUBRE;FERRETERIA ANITA (12 de Octubre);15;ROLY CHALCO;0.0;0.0;0.0;0.0;0.0;8.57;0.0;7.72;0.0;14.18;0.0;6.09;36.56;0.0;14.66;0.0;16.58;0.0;15.62;6.11;0.0;0.0;9.02;14.77;5.96;82.72;7.88;0.0;13.05;11.01;13.05;10.04;21.67;11.76;0.0;0.0;11.36;8.51;108.34;9.44;0.0;12.6;7.17;20.27;7.75;13.14;10.74;13.99;95.1;322.71
1489;La Paz;12 DE OCTUBRE;FERRETERIA FULL ELECTRIC;15;ROLY CHALCO;83.64;0.0;143.34;197.43;200.69;109.79;0.0;171.89;74.67;0.0;0.0;173.71;1155.16;219.73;0.0;0.0;168.95;116.17;373.09;187.94;259.67;158.54;289.64;0.0;314.04;2087.77;0.0;185.89;0.0;193.27;403.7;190.93;251.1;192.57;213.94;248.14;265.99;0.0;2145.52;123.11;120.38;0.0;240.43;271.64;211.66;137.12;154.9;119.14;1378.38;6766.84
2557;La Paz;12 DE OCTUBRE;CASA DE PINTURAS SHERLIN;15;ROLY CHALCO;0.0;321.73;164.08;391.65;322.99;397.74;221.26;398.26;308.91;529.35;0.0;351.54;3407.5;418.42;352.19;207.12;347.02;609.24;249.2;0.0;433.92;452.59;338.96;523.53;263.68;4195.85;491.14;324.23;425.27;427.24;457.1;309.09;342.49;494.88;489.82;244.25;309.07;398.61;4713.17;303.02;342.05;445.42;402.19;293.12;183.51;269.95;437.76;0.0;2677.03;14993.56
2106;La Paz;12 DE OCTUBRE;FERRETERIA XIMENA;15;ROLY CHALCO;147.04;0.0;0.0;0.0;282.64;0.0;0.0;191.14;0.0;245.15;198.71;140.47;1205.15;181.45;0.0;247.16;245.62;0.0;87.66;129.48;0.0;264.88;205.68;474.26;108.87;1945.05;214.77;0.0;241.28;186.45;0.0;307.92;186.76;0.0;0.0;77.97;235.54;163.2;1613.89;197.2;180.06;132.09;244.73;0.0;129.94;0.0;337.33;219.39;1440.74;6204.84
445;La Paz;16 DE JULIO;GOYO 2;11;JORGE LIMACHI;0.0;0.0;0.0;108.97;163.11;0.0;126.88;0.0;0.0;127.72;0.0;0.0;526.68;229.09;192.33;0.0;218.36;0.0;156.57;15.05;286.1;252.17;305.28;274.36;135.66;2064.97;145.68;182.47;229.48;136.03;0.0;201.61;107.24;154.27;168.68;206.68;151.17;195.51;1878.83;161.55;132.2;90.62;165.69;239.22;165.25;80.06;92.01;181.57;1308.16;5778.64
905;La Paz;16 DE JULIO;FERRETERIA SO.LE.LIZ;11;JORGE LIMACHI;0.0;0.0;103.93;113.82;0.0;0.0;0.0;0.0;141.58;105.5;65.83;114.49;645.15;179.15;0.0;115.33;157.99;0.0;0.0;151.13;0.0;209.7;173.48;300.65;165.01;1452.44;0.0;100.42;207.88;157.88;0.0;0.0;122.02;0.0;219.51;122.41;0.0;0.0;930.12;0.0;112.28;208.86;252.63;0.0;92.13;0.0;164.3;206.3;1036.51;4064.22
642;La Paz;16 DE JULIO;FERRETERIA ALVARO;11;JORGE LIMACHI;165.23;113.12;198.67;0.0;118.53;137.6;122.74;0.0;255.56;118.28;147.05;252.08;1628.86;200.81;0.0;374.12;90.88;227.02;80.71;283.6;239.11;231.89;329.44;146.08;178.52;2382.18;361.54;94.12;0.0;0.0;0.0;205.18;204.47;386.92;536.56;209.08;257.01;160.86;2415.74;145.63;0.0;193.27;210.94;244.26;203.62;0.0;283.25;391.2;1672.17;8098.94
144;La Paz;16 DE JULIO;MARIA DEL CARMEN MENDOZA RIVERA;11;JORGE LIMACHI;0.0;0.0;9.53;11.25;16.93;7.08;13.91;20.7;0.0;19.33;13.79;6.98;119.51;0.0;30.41;24.68;19.72;24.5;18.71;13.22;23.5;0.0;12.58;20.89;22.62;210.85;0.0;21.42;0.0;12.52;29.62;18.36;7.33;0.0;17.01;14.92;31.79;14.48;167.44;19.16;0.0;24.15;18.26;0.0;9.76;8.49;13.09;12.16;105.07;602.87
714;La Paz;16 DE JULIO;LA FABRICA  HOME CENTER;15;ROLY CHALCO;11.39;18.14;10.91;22.0;19.84;20.69;16.88;6.16;14.37;19.21;8.32;21.4;189.32;33.62;0.0;43.21;28.37;40.41;25.24;25.99;48.65;56.84;31.43;30.58;16.37;380.71;40.57;26.09;20.5;6.79;24.04;26.58;24.72;14.77;21.64;23.84;26.66;14.21;270.4;9.49;47.42;18.01;18.84;56.63;29.58;17.9;22.98;23.98;244.83;1085.26
959;La Paz;16 DE JULIO;GRIFERIA L Y L;11;JORGE LIMACHI;261.96;323.87;160.88;353.7;372.84;541.14;140.67;341.0;0.0;277.07;384.23;323.29;3480.65;475.56;778.04;443.82;607.86;831.12;568.45;250.93;486.61;0.0;849.57;499.23;380.04;6171.24;193.61;208.85;358.89;468.31;526.97;398.03;282.75;901.14;738.78;546.16;547.84;598.19;5769.52;376.59;506.65;566.36;497.07;823.38;472.83;195.44;402.52;566.6;4407.43;19828.83
603;La Paz;16 DE JULIO;FERRETERIA PAPU;15;ROLY CHALCO;0.0;0.0;0.0;0.0;0.0;0.0;86.39;151.23;0.0;121.78;0.0;142.38;501.78;177.81;172.08;140.15;152.82;0.0;170.94;0.0;281.22;229.84;118.58;58.97;126.72;1629.14;125.73;139.51;128.13;139.7;168.98;79.25;0.0;163.13;148.25;140.38;109.14;150.87;1493.07;73.17;112.35;129.06;142.46;109.94;71.91;69.17;274.59;99.6;1082.27;4706.25
163;La Paz;16 DE JULIO;ALBINA RIOS POCA;15;ROLY CHALCO;89.39;0.0;104.24;0.0;0.0;0.0;57.59;0.0;0.0;105.93;147.08;86.83;591.05;0.0;0.0;0.0;151.75;113.57;124.9;109.25;0.0;0.0;241.09;154.46;155.87;1050.9;148.45;198.47;143.46;76.98;225.81;143.4;109.27;174.28;136.22;202.94;0.0;122.06;1681.34;129.83;125.71;166.82;73.99;244.98;0.0;38.75;165.97;134.59;1080.63;4403.92
2272;La Paz;16 DE JULIO;MARIA CANQUI FERNANDEZ;15;ROLY CHALCO;88.56;31.59;70.12;39.03;109.6;61.71;98.22;70.32;133.02;90.47;52.7;97.46;942.81;102.36;70.07;138.86;84.99;127.65;88.2;114.83;49.08;137.36;170.6;105.87;49.82;1239.67;160.85;145.05;0.0;102.72;102.84;77.76;73.12;114.31;125.35;81.84;74.86;45.01;1103.71;100.32;76.64;103.87;102.42;154.68;64.68;76.12;179.47;116.7;974.9;4261.09
715;La Paz;16 DE JULIO;DISTRIBUIDORA JAVI;15;ROLY CHALCO;178.83;0.0;210.43;0.0;116.87;262.05;147.79;328.04;129.22;251.95;194.08;190.61;2009.86;309.01;135.81;329.3;0.0;270.07;121.97;179.49;422.29;538.93;274.31;256.62;233.54;3071.32;251.51;158.73;205.13;216.85;302.54;141.11;131.4;250.55;277.05;0.0;420.35;191.9;2547.13;0.0;363.25;134.33;248.54;0.0;123.2;98.6;265.7;249.37;1482.98;9111.29
2007;La Paz;16 DE JULIO;FERRETERIA RODRYSOL;15;ROLY CHALCO;80.4;52.99;0.0;81.32;83.79;90.87;93.15;130.87;165.88;45.62;114.49;73.68;1013.05;120.88;170.24;134.13;83.26;144.0;123.18;116.13;141.58;182.97;190.8;147.12;126.18;1680.48;87.29;104.11;137.89;188.86;213.81;159.64;103.92;89.75;125.82;140.51;184.61;49.62;1585.84;87.57;77.13;113.97;124.54;161.2;100.56;58.35;139.24;178.37;1040.94;5320.3
952;La Paz;16 DE JULIO;FERRETERIA ROJAS TICONA;11;JORGE LIMACHI;0.0;0.0;0.0;0.0;125.17;86.84;69.07;0.0;266.51;169.85;235.19;168.04;1120.65;207.54;0.0;271.54;275.1;117.72;188.74;201.6;238.24;258.54;244.52;0.0;170.51;2174.05;338.1;186.35;227.44;0.0;174.87;0.0;0.0;436.23;257.56;156.37;0.0;0.0;1776.91;236.13;169.87;141.13;249.54;230.01;121.78;78.88;280.15;317.91;1825.4;6897.01
1974;La Paz;16 DE JULIO;FERRETERIA VIGAGER;15;ROLY CHALCO;79.71;67.56;64.42;75.49;96.44;52.49;48.66;66.55;120.35;35.45;72.96;43.78;823.87;126.74;0.0;135.03;127.09;176.17;83.58;135.57;172.36;84.4;130.77;81.12;77.35;1330.18;58.9;153.73;98.5;118.14;97.74;96.43;65.4;164.05;90.95;88.84;38.63;68.23;1139.55;61.44;98.54;75.89;79.1;78.78;92.45;42.39;100.08;119.84;748.52;4042.13
645;La Paz;16 DE JULIO;ILUMINACIONES VIDA LUZ;11;JORGE LIMACHI;20.14;33.88;21.83;8.72;66.01;19.25;24.09;43.29;49.46;28.41;19.93;27.11;362.12;51.85;41.83;32.36;33.89;50.99;24.5;35.06;54.23;0.0;45.6;34.99;38.82;444.11;21.88;61.45;33.46;32.58;32.28;33.81;33.87;22.9;59.87;49.85;41.89;48.0;471.84;27.01;29.38;36.34;28.89;45.19;38.1;23.53;33.93;54.44;316.79;1594.87
