;;;;;;;;;REGISTRO DE INGRESOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Codigo
Cliente";Ciudad;Zona;"Nombre Comercial o 
Nombre del Cliente";CodigoVendedor;Vendedor;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;Total 2022;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;Total 2023;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;Total 2024;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;Total 2025;Total General
3456;Santa Cruz;MERCADO LA LOMA;ROSARIO MENDOZA;8;ROBERTO PACHECO;183.63;226.3;440.26;144.05;218.28;369.28;172.33;335.85;373.77;268.2;140.88;176.88;3049.72;411.08;374.98;383.38;311.21;615.08;352.26;288.31;366.77;514.31;486.94;350.39;285.31;4740.01;326.68;337.26;216.09;135.1;531.76;204.58;303.23;534.43;398.08;516.81;319.82;252.3;4076.15;280.53;558.35;468.14;265.94;347.52;169.26;247.42;419.22;617.07;3373.44;15239.32
2214;Santa Cruz;MERCADO LA LOMA;GENARO TABOADA;8;ROBERTO PACHECO;69.73;0.0;0.0;270.61;188.77;0.0;0.0;0.0;229.7;217.46;144.66;126.79;1247.71;164.07;0.0;0.0;414.1;0.0;118.91;159.68;0.0;0.0;0.0;240.31;151.83;1248.89;0.0;164.53;0.0;263.36;341.24;0.0;0.0;323.76;0.0;209.11;222.44;134.97;1659.4;205.26;147.52;237.12;175.42;0.0;129.53;174.16;197.43;380.14;1646.59;5802.59
2297;La Paz;MESA VERDE;COMERCIAL ENRIQUEZ;16;ALBERTO MENESES;0.0;83.84;139.07;70.6;139.01;82.6;78.05;101.17;178.3;0.0;0.0;162.64;1035.28;143.73;240.07;150.75;182.15;113.16;115.11;162.73;66.31;208.49;214.91;168.74;127.42;1893.57;100.66;67.82;213.7;204.21;199.88;118.71;158.88;211.63;155.92;133.93;132.46;0.0;1697.81;166.63;148.02;0.0;124.54;221.14;81.18;0.0;177.42;209.58;1128.5;5755.16
2293;La Paz;MESA VERDE;COMERCIAL LUCY (SUCRE);16;ALBERTO MENESES;222.49;159.33;0.0;146.74;306.62;277.8;142.79;0.0;353.85;306.63;336.0;0.0;2252.24;265.95;0.0;220.11;288.32;270.57;159.5;202.2;384.93;334.63;425.08;386.95;425.16;3363.41;265.94;195.95;246.43;494.37;420.23;205.26;205.76;219.05;413.94;348.62;329.52;0.0;3345.08;259.6;356.21;221.43;385.42;304.7;287.81;337.98;628.0;119.35;2900.49;11861.22
2303;La Paz;MESA VERDE;FERRETERIA BRANDOM (MESA VERDE);16;ALBERTO MENESES;100.45;146.94;0.0;0.0;0.0;0.0;0.0;224.88;202.7;178.11;43.03;139.06;1035.18;219.37;264.98;116.63;151.41;285.45;187.08;90.99;447.5;283.84;186.49;154.19;140.25;2528.17;212.32;0.0;0.0;81.0;0.0;0.0;215.81;0.0;368.21;136.51;154.26;106.27;1274.37;105.28;0.0;151.69;204.12;0.0;124.4;153.49;267.99;250.21;1257.18;6094.9
2294;La Paz;MESA VERDE;COMERCIAL HEDA;16;ALBERTO MENESES;147.97;0.0;335.3;198.2;317.02;0.0;181.28;369.65;336.26;460.88;566.8;0.0;2913.36;263.38;489.62;241.37;0.0;180.36;400.65;166.0;528.0;0.0;432.07;308.32;301.54;3311.3;400.79;209.14;427.83;337.5;230.98;259.53;242.88;408.88;273.91;148.56;97.5;282.03;3319.52;276.8;367.65;301.78;300.91;129.84;269.32;91.47;249.55;0.0;1987.32;11531.5
2569;Santa Cruz;MINEROS;FERRETERIA LUBRICANTES MINEROS;3;CARMEN SANCHEZ;34.38;41.98;40.05;47.33;38.95;43.7;13.42;64.37;61.86;40.46;45.16;62.37;534.04;22.66;63.79;31.19;46.45;84.53;31.08;40.17;0.0;66.94;57.92;48.8;41.81;535.33;72.67;49.73;34.59;59.34;34.0;60.81;41.69;19.27;0.0;46.27;41.58;41.01;500.96;21.0;69.85;44.68;30.36;65.68;32.15;32.78;74.96;55.0;426.46;1996.8
1639;Santa Cruz;MINEROS;FERRETERIA QUINTEROS (MINEROS);3;CARMEN SANCHEZ;0.0;79.02;66.4;51.89;62.97;0.0;0.0;0.0;22.26;82.29;0.0;28.89;393.72;0.0;82.78;0.0;62.72;41.85;52.21;40.36;0.0;87.8;50.33;41.71;57.75;517.52;42.4;0.0;49.72;56.17;48.83;44.78;29.57;53.92;0.0;48.49;38.5;32.39;444.79;30.98;37.3;38.18;54.95;68.41;57.22;37.07;66.38;52.64;443.12;1799.13
1640;Santa Cruz;MINEROS;FERRETERIA FERROMIN;3;CARMEN SANCHEZ;173.66;284.56;176.59;194.13;197.08;198.5;140.91;247.93;194.21;0.0;186.7;252.28;2246.56;356.79;349.35;325.69;308.19;266.15;201.46;182.09;148.81;375.09;171.18;219.19;175.97;3079.95;232.31;258.25;107.12;292.66;186.03;257.51;154.6;206.88;248.9;210.93;118.74;206.71;2480.64;204.22;89.85;236.26;203.24;174.58;215.92;154.32;242.27;0.0;1520.67;9327.82
1751;Santa Cruz;MINEROS;FERRETERIA ZÁRATE;3;CARMEN SANCHEZ;526.22;224.06;290.76;288.56;246.55;132.87;128.09;207.2;0.0;217.56;270.77;289.44;2822.1;400.07;0.0;0.0;309.77;408.0;361.7;295.79;131.33;422.52;317.59;305.23;170.85;3122.85;0.0;248.52;242.25;216.06;0.0;205.8;224.14;307.19;321.85;335.72;0.0;244.26;2345.8;290.14;261.47;307.38;356.21;304.73;288.51;198.71;0.0;319.5;2326.65;10617.4
1637;Santa Cruz;MINEROS;FERRETERIA DON ALEX;3;CARMEN SANCHEZ;0.0;0.0;0.0;0.0;3.8;4.84;2.7;0.0;0.0;6.18;0.0;0.0;17.51;5.01;7.01;7.04;0.0;11.85;8.69;4.35;6.65;0.0;5.23;4.83;3.57;64.23;5.15;7.15;0.0;5.4;4.65;4.56;0.0;11.19;11.11;7.87;7.2;4.42;68.7;4.37;6.6;8.17;0.0;3.34;4.34;4.98;6.03;2.48;40.29;190.73
2816;Santa Cruz;MINEROS;FERRETERIA CANO;3;CARMEN SANCHEZ;304.19;377.58;477.56;381.18;408.43;385.41;186.6;278.26;290.14;360.66;308.54;0.0;3758.53;588.0;328.2;669.28;204.11;606.62;220.57;462.79;214.61;753.5;329.19;164.64;249.02;4790.52;346.91;365.19;226.57;414.2;384.18;0.0;212.03;441.2;540.61;468.17;362.22;342.5;4103.78;536.82;461.43;362.5;212.41;789.16;103.79;248.87;493.58;192.98;3401.53;16054.37
1813;Santa Cruz;MINEROS;FERRETERIA RODRIGUEZ (MINEROS);3;CARMEN SANCHEZ;0.0;426.23;254.73;161.89;296.06;0.0;256.63;0.0;221.23;133.91;267.67;0.0;2018.34;0.0;0.0;312.81;441.23;526.18;0.0;233.65;429.78;299.34;429.78;372.92;186.8;3232.47;405.17;269.34;297.57;266.48;292.14;216.26;190.12;425.33;371.03;0.0;0.0;204.75;2938.2;192.28;0.0;247.89;225.29;271.94;0.0;228.71;360.61;347.65;1874.37;10063.38
2688;Santa Cruz;MINEROS;FERRETERIA LA ECONOMICA (MINEROS);3;CARMEN SANCHEZ;265.98;214.54;214.95;173.42;357.55;243.51;339.34;420.15;278.7;395.71;354.44;300.93;3559.22;268.86;518.17;265.03;0.0;256.05;321.65;376.66;470.19;450.8;288.98;150.7;231.17;3598.27;325.78;210.81;620.03;568.2;354.17;315.02;200.32;316.44;322.15;473.51;0.0;410.18;4116.6;475.47;254.38;205.3;317.69;308.49;295.26;124.31;369.53;456.59;2807.02;14081.11
2180;Santa Cruz;MINEROS;FERRETERIA JALDIN;3;CARMEN SANCHEZ;0.0;68.78;0.0;44.95;85.82;48.72;57.07;67.98;70.46;86.11;45.58;0.0;575.47;82.79;118.86;0.0;76.18;0.0;69.81;85.08;128.69;145.59;101.76;83.93;100.76;993.44;101.56;88.48;0.0;96.75;92.39;74.97;68.68;71.87;70.12;68.47;86.58;51.5;871.36;47.38;50.12;93.34;85.58;48.19;35.17;83.43;83.08;116.62;642.92;3083.2
1814;Santa Cruz;MINEROS;FERRETETIA LUBRICANTES TARIFA;3;CARMEN SANCHEZ;0.0;0.0;195.68;109.68;196.26;203.9;182.23;197.41;369.18;146.88;219.07;250.32;2070.61;0.0;416.06;274.33;324.09;501.11;230.68;198.22;360.62;368.13;195.54;297.56;0.0;3166.35;190.7;170.14;321.88;361.11;285.7;257.98;338.39;250.31;368.31;333.47;277.6;231.31;3386.91;142.56;347.49;302.73;266.85;273.74;185.76;176.82;110.35;214.87;2021.17;10645.04
2570;Santa Cruz;MINEROS;FERRETERIA DIANA;3;CARMEN SANCHEZ;0.0;0.0;15.23;22.02;16.91;15.15;0.0;0.0;29.27;20.29;26.35;15.1;160.32;23.85;31.14;22.96;33.98;0.0;26.38;20.4;44.08;35.47;28.92;37.43;46.47;351.08;42.01;19.18;0.0;28.73;26.8;19.51;28.99;28.72;29.31;18.99;17.15;19.73;279.1;36.12;23.91;18.4;45.07;24.32;19.65;33.99;28.55;28.2;258.23;1048.73
553;La Paz;MIRAFLORES;FERRETERIA COCO 1;15;ROLY CHALCO;0.0;0.0;56.86;89.03;157.83;62.35;74.66;0.0;102.38;0.0;98.59;61.62;703.32;0.0;67.59;88.92;139.4;0.0;0.0;90.4;141.91;149.19;0.0;158.43;87.07;922.9;124.42;76.3;0.0;0.0;126.4;112.59;55.7;119.57;188.11;52.09;93.0;138.37;1086.54;95.11;0.0;131.11;99.92;131.58;61.88;0.0;115.03;103.98;738.61;3451.37
552;La Paz;MIRAFLORES;FERRETERIA C Y V;15;ROLY CHALCO;182.26;231.53;0.0;0.0;0.0;0.0;0.0;223.57;263.26;0.0;0.0;159.94;1060.57;167.0;341.8;0.0;234.44;0.0;197.54;170.16;274.19;229.06;310.76;169.36;136.96;2231.27;143.51;282.28;491.01;161.16;215.76;190.33;155.93;228.53;250.98;145.82;217.02;0.0;2482.34;151.36;138.04;195.04;0.0;224.04;116.05;91.36;251.13;394.84;1561.87;7336.03
516;La Paz;MIRAFLORES;FERRETERIA MARY (MIRAFLORES);15;ROLY CHALCO;121.56;240.35;221.76;125.42;131.7;0.0;114.33;302.45;263.6;203.92;252.06;79.88;2057.04;228.34;248.21;282.43;340.35;153.28;181.6;195.16;0.0;426.26;362.76;292.61;175.31;2886.31;144.95;170.97;450.08;291.37;280.06;281.1;200.72;202.64;327.72;284.37;214.01;367.06;3215.03;259.53;271.66;338.46;126.88;150.94;260.67;200.76;196.55;362.63;2168.07;10326.46
2926;La Paz;MIRAFLORES;FERRETERIA GERMAN;15;ROLY CHALCO;50.89;62.85;51.23;34.38;91.52;83.94;42.28;73.69;116.49;52.68;62.58;59.8;782.34;61.01;53.58;60.18;63.16;98.65;28.55;18.51;113.88;63.0;52.52;69.22;63.65;745.88;70.45;0.0;54.54;49.73;60.06;57.42;35.74;120.67;86.04;86.89;57.06;47.47;726.06;102.2;60.49;81.93;57.47;141.22;34.5;41.86;68.04;84.32;672.03;2926.31
503;La Paz;MIRAFLORES;FERRETERIA RIVERA (MIRAFLORES);15;ROLY CHALCO;157.29;0.0;0.0;0.0;0.0;283.67;110.24;0.0;214.45;233.16;0.0;154.91;1153.72;0.0;277.99;222.02;296.8;0.0;243.1;0.0;0.0;0.0;206.26;216.68;151.35;1614.21;131.35;243.31;256.7;241.63;305.86;205.83;239.51;0.0;170.22;138.16;280.96;152.82;2366.33;138.77;191.79;329.98;199.1;0.0;132.07;197.06;65.72;0.0;1254.48;6388.75
551;La Paz;MIRAFLORES;FERRETERIA J Y M;15;ROLY CHALCO;206.52;231.85;0.0;155.99;0.0;0.0;178.24;304.79;0.0;130.36;267.15;0.0;1474.9;109.51;0.0;186.11;131.52;204.66;252.68;0.0;237.55;0.0;224.14;0.0;145.81;1491.98;212.25;0.0;0.0;242.72;205.32;123.89;269.83;389.53;282.83;301.28;0.0;146.84;2174.49;209.86;415.65;204.73;0.0;219.69;120.5;148.94;186.65;163.08;1669.1;6810.47
2652;La Paz;MIRAFLORES;FERRETERIA MACIZO;15;ROLY CHALCO;87.96;91.22;50.96;83.46;56.67;83.45;39.03;66.21;58.39;65.39;71.12;47.86;801.72;80.32;36.52;105.01;120.94;48.21;91.89;108.12;231.17;61.09;71.39;109.93;86.14;1150.7;60.54;98.6;101.12;39.38;63.67;50.42;62.35;54.27;123.15;74.0;134.88;85.41;947.78;73.82;132.41;105.41;77.49;145.57;83.23;57.59;102.45;105.92;883.89;3784.1
2864;La Paz;MIRAFLORES;FERRETERIA CARLITOS (MIRAFLORES);15;ROLY CHALCO;362.6;448.4;332.8;320.18;247.77;202.01;285.14;337.21;460.55;202.37;256.28;271.78;3727.08;200.35;411.66;0.0;430.6;440.35;320.21;317.91;309.74;535.69;428.08;455.49;355.5;4205.57;238.06;390.22;432.01;424.26;328.58;303.6;300.44;319.88;526.96;504.9;121.08;504.62;4394.58;357.4;423.66;261.97;326.9;275.56;260.81;141.8;308.35;376.3;2732.76;15059.99
517;La Paz;MIRAFLORES;FERRETERIA SANTA ROSA;15;ROLY CHALCO;7.2;0.0;0.0;0.0;6.18;9.4;7.3;9.54;9.88;11.36;0.0;0.0;60.86;11.67;0.0;9.94;7.82;10.55;0.0;5.32;0.0;0.0;7.72;9.28;6.69;68.98;0.0;7.91;0.0;0.0;0.0;10.54;5.12;7.73;9.39;7.25;7.34;6.95;62.23;4.77;5.25;0.0;5.97;7.48;6.1;0.0;9.99;4.38;43.95;236.01
888;Santa Cruz;MONTERO;VIRGINIA MAMANI;3;CARMEN SANCHEZ;0.0;297.29;493.81;428.54;533.22;349.66;258.51;507.75;511.54;623.9;350.66;219.58;4574.46;721.55;592.62;583.39;569.38;494.96;0.0;357.87;1385.64;363.88;559.26;182.56;578.7;6389.81;0.0;480.99;127.12;467.44;599.6;293.9;632.71;793.76;451.14;432.74;442.66;212.47;4934.52;484.58;395.16;585.93;581.01;483.36;344.81;138.95;619.0;531.88;4164.68;20063.46
1142;Santa Cruz;MONTERO;JOSE LUIS HUANCA FERNANDEZ;3;CARMEN SANCHEZ;55.25;69.57;63.66;0.0;98.02;128.82;69.76;150.18;61.42;235.63;104.8;52.53;1089.63;67.48;171.24;188.69;115.82;0.0;129.62;108.29;190.9;154.6;58.05;101.49;135.66;1421.85;141.21;134.26;113.46;45.36;101.7;61.71;119.82;84.54;159.77;63.13;146.66;118.96;1290.58;89.74;206.57;79.68;75.3;91.17;0.0;70.94;96.73;180.15;890.28;4692.34
2138;Santa Cruz;MONTERO;FERRETERIA SOTO (MONTERO);3;CARMEN SANCHEZ;270.81;288.2;0.0;321.97;226.18;180.01;144.95;383.81;405.98;352.9;300.37;353.19;3228.36;474.87;379.9;426.22;518.56;449.89;241.26;302.19;531.63;427.03;663.7;394.02;406.78;5216.04;550.78;354.15;445.36;411.24;407.32;254.28;243.93;414.86;507.14;504.62;393.53;219.75;4706.96;266.98;230.25;188.36;339.42;590.24;465.83;209.74;490.86;481.61;3263.29;16414.66
1145;Santa Cruz;MONTERO;FERRETERIA MANFRED;3;CARMEN SANCHEZ;103.0;113.77;130.69;145.63;89.78;140.8;0.0;0.0;193.69;116.61;78.98;0.0;1112.95;119.04;229.94;151.01;199.07;176.66;122.53;0.0;188.72;142.07;151.57;91.06;0.0;1571.68;237.76;164.22;333.2;152.21;136.49;119.77;83.44;141.94;126.71;139.54;103.53;110.66;1849.47;69.51;253.41;149.44;68.4;172.73;92.78;88.45;121.42;165.28;1181.43;5715.53
1146;Santa Cruz;MONTERO;PERNOTOR;3;CARMEN SANCHEZ;82.03;0.0;0.0;0.0;0.0;136.1;56.52;114.79;115.08;104.33;94.1;0.0;702.96;149.47;0.0;172.42;218.17;149.75;110.27;67.06;262.4;177.12;88.36;0.0;134.68;1529.69;147.71;0.0;0.0;0.0;113.32;102.3;78.45;72.16;169.67;187.45;0.0;64.91;935.97;109.68;131.55;138.87;159.97;130.85;119.57;38.79;172.88;163.36;1165.51;4334.13
1160;Santa Cruz;MONTERO;JHONNY MAMANI;3;CARMEN SANCHEZ;0.0;0.0;0.0;19.71;0.0;35.04;11.48;61.59;34.08;32.41;0.0;0.0;194.31;30.3;0.0;51.37;27.39;51.49;51.51;0.0;38.47;40.66;75.56;38.39;26.75;431.88;0.0;43.27;0.0;39.79;19.52;39.08;28.64;40.66;60.15;24.68;43.91;20.83;360.52;27.57;0.0;0.0;34.95;40.78;20.74;35.62;61.39;22.47;243.52;1230.24
2139;Santa Cruz;MONTERO;FERRETERIA GALARZA;3;CARMEN SANCHEZ;107.64;73.92;141.34;158.59;125.3;139.68;85.65;73.3;208.48;99.03;98.18;112.24;1423.35;148.88;146.41;96.26;249.82;180.6;73.16;77.55;0.0;86.59;185.67;0.0;142.65;1387.59;98.85;187.8;141.07;164.38;148.08;161.89;134.89;258.17;295.66;148.97;119.09;122.21;1981.06;235.31;152.77;169.38;123.33;119.21;157.81;124.96;131.14;134.27;1348.15;6140.15
1150;Santa Cruz;MONTERO;FERRETERIA JUAN MIGUEL (MONTERO);3;CARMEN SANCHEZ;0.0;183.14;139.4;221.67;0.0;0.0;148.44;293.54;0.0;168.74;80.69;93.28;1328.89;0.0;0.0;0.0;236.07;313.99;119.06;107.31;290.09;238.26;295.64;115.84;263.95;1980.22;179.62;150.59;200.6;188.35;172.06;131.14;0.0;225.79;280.42;158.46;118.52;191.34;1996.88;133.69;164.43;128.48;235.8;125.11;69.54;141.36;243.32;218.22;1459.95;6765.94
2051;Santa Cruz;MONTERO;ILUMINACIONES ROSME;3;CARMEN SANCHEZ;330.53;230.06;225.21;145.24;262.67;119.56;167.5;442.27;472.04;300.23;307.23;228.26;3230.8;354.62;421.09;327.41;240.52;466.75;344.35;232.56;633.01;288.59;201.33;238.39;160.5;3909.11;110.44;315.73;481.89;281.51;362.5;155.61;280.54;367.68;524.6;347.24;0.0;318.48;3546.21;447.91;237.44;272.76;204.47;343.67;301.57;202.74;262.72;205.96;2479.23;13165.36
1149;Santa Cruz;MONTERO;FERRETERIA RODRIGUEZ (MONTERO);3;CARMEN SANCHEZ;98.16;0.0;159.22;0.0;87.81;197.49;84.73;0.0;122.64;145.96;108.07;49.74;1053.81;99.16;243.27;0.0;0.0;360.09;139.89;127.75;158.52;82.8;176.57;185.01;88.56;1661.61;146.3;137.24;170.02;104.03;389.62;104.7;103.09;0.0;185.34;195.11;141.62;151.5;1828.56;122.36;182.68;214.0;217.25;132.22;140.34;150.08;210.49;202.8;1572.21;6116.2
1156;Santa Cruz;MONTERO;FERRETERIA SAYALI;3;CARMEN SANCHEZ;0.0;42.34;39.2;49.58;53.47;35.53;25.03;90.7;45.04;48.64;24.74;0.0;454.27;63.83;0.0;31.94;0.0;85.16;29.62;37.73;72.94;99.4;47.39;52.38;106.17;626.55;57.16;55.38;0.0;43.39;84.82;0.0;44.28;53.67;78.43;44.5;46.15;53.93;561.72;48.33;64.56;58.92;63.53;64.61;57.72;23.4;51.81;51.3;484.18;2126.71
2863;Santa Cruz;MONTERO;FERRETERIA MILTON;3;CARMEN SANCHEZ;54.48;73.64;45.71;33.79;42.05;32.91;42.55;73.08;62.2;0.0;44.72;45.19;550.3;63.67;90.29;69.47;53.76;0.0;64.71;49.62;70.86;67.49;69.09;81.98;37.92;718.85;54.73;64.06;49.07;0.0;70.14;74.93;52.08;52.57;84.66;55.7;31.62;61.29;650.85;56.66;64.54;46.31;22.42;51.77;51.56;34.26;57.43;54.88;439.83;2359.83
2436;Santa Cruz;MONTERO;FERRETERIA POLANCO;3;CARMEN SANCHEZ;61.1;53.68;0.0;65.39;83.44;39.24;55.9;91.05;0.0;75.58;62.79;36.34;624.5;77.24;0.0;92.66;119.57;122.32;65.19;94.88;113.72;124.86;0.0;107.51;91.99;1009.94;74.23;108.74;53.49;40.91;65.93;78.34;71.53;86.36;39.25;108.2;34.81;84.31;846.11;88.63;61.23;68.23;63.58;73.52;74.59;68.29;94.6;107.13;699.81;3180.36
1251;Santa Cruz;MONTERO;FERRETERIA URKUPIÑA (MONTERO);3;CARMEN SANCHEZ;15.39;0.0;0.0;25.78;24.69;28.51;16.4;0.0;26.34;0.0;14.77;30.19;182.06;42.34;0.0;0.0;0.0;0.0;30.12;0.0;0.0;52.41;0.0;17.0;35.96;177.83;33.67;29.08;0.0;23.17;34.75;30.27;0.0;41.97;38.36;45.27;0.0;21.33;297.86;24.91;29.84;35.97;32.75;37.28;26.62;13.93;30.49;14.01;245.81;903.56
3082;Santa Cruz;MONTERO;FERRETERIA LOPEZ (MONTERO);3;CARMEN SANCHEZ;84.85;0.0;56.63;124.61;109.12;68.12;59.68;167.72;66.98;100.34;134.42;65.1;1037.57;110.4;121.29;115.62;144.38;120.67;83.21;127.61;58.51;147.22;207.62;93.89;155.41;1485.83;73.14;95.03;103.57;86.54;171.39;63.86;94.5;209.91;136.54;83.97;92.9;156.81;1368.15;71.98;96.61;97.79;97.19;138.65;70.59;98.17;123.93;85.49;880.4;4771.94
1407;Santa Cruz;MONTERO;FERRETERIA MARIANA;3;CARMEN SANCHEZ;117.01;101.14;107.76;81.07;112.97;138.6;86.82;89.03;162.35;154.12;116.11;0.0;1266.99;124.22;121.66;152.34;96.54;217.52;138.49;126.75;236.92;220.32;164.44;153.79;229.53;1982.53;189.16;66.31;126.4;205.89;102.12;115.53;81.9;234.35;247.24;118.08;116.0;131.35;1734.34;85.62;193.62;203.6;178.84;184.08;99.33;141.07;117.08;270.0;1473.21;6457.06
677;Santa Cruz;MONTERO;FERRETERIA ALVAREZ (MONTERO);3;CARMEN SANCHEZ;0.0;0.0;124.99;0.0;76.5;64.74;86.16;0.0;119.22;0.0;136.77;33.73;642.11;88.72;0.0;94.03;0.0;0.0;179.75;85.25;102.04;125.38;131.35;88.6;103.75;998.86;184.68;106.65;151.21;0.0;170.36;96.41;122.75;77.67;87.74;103.56;62.95;156.43;1320.42;89.27;126.3;155.56;51.44;97.77;45.57;55.98;85.65;117.97;825.5;3786.89
1257;Santa Cruz;MONTERO;FERRETERIA ARGOTE;3;CARMEN SANCHEZ;186.17;149.64;0.0;217.51;259.32;162.31;149.48;181.57;0.0;435.1;314.87;153.19;2209.16;273.72;355.78;207.84;315.86;268.8;253.04;205.38;373.51;352.9;0.0;330.95;276.71;3214.49;203.03;294.2;342.48;225.91;426.9;188.91;216.86;316.87;530.28;327.8;221.64;160.93;3455.82;233.01;0.0;0.0;149.18;296.08;175.77;234.7;194.65;221.68;1505.07;10384.54
1866;Santa Cruz;MONTERO;FERRICAR;3;CARMEN SANCHEZ;136.67;264.1;203.25;134.6;366.91;347.3;81.36;0.0;312.35;190.08;258.18;185.47;2480.28;306.9;430.64;384.45;453.78;456.56;206.55;254.07;408.45;413.21;0.0;310.48;214.93;3840.03;325.31;203.69;389.14;0.0;423.37;209.4;80.18;469.87;0.0;628.18;221.2;329.91;3280.26;0.0;364.44;0.0;267.71;320.23;217.8;88.81;318.33;392.2;1969.5;11570.07
1148;Santa Cruz;MONTERO;FERROCHOQUE;3;CARMEN SANCHEZ;26.76;34.55;0.0;0.0;30.93;15.7;0.0;33.61;0.0;30.16;27.09;40.91;239.72;21.76;38.25;38.34;48.4;76.17;43.46;27.74;74.07;86.45;61.87;50.49;20.06;587.06;26.53;0.0;35.38;36.77;39.36;28.78;39.77;46.03;116.35;29.16;40.91;19.14;458.19;41.31;0.0;34.32;35.3;45.92;23.05;18.57;46.34;39.44;284.24;1569.2
3297;Santa Cruz;MONTERO;FERRETERIA EDUARD;3;CARMEN SANCHEZ;0.0;70.72;126.86;97.8;114.9;131.74;0.0;88.01;126.38;133.64;147.02;104.54;1141.61;76.84;0.0;188.33;162.17;158.35;148.12;123.97;127.36;144.72;146.42;64.78;113.95;1455.01;153.48;133.97;108.82;77.44;171.39;149.14;91.98;152.5;85.17;88.18;75.25;109.09;1396.42;121.17;82.4;0.0;137.89;122.29;72.53;112.63;84.55;171.15;904.6;4897.64
2135;Santa Cruz;MONTERO;FERRICRUZ RODRIGUEZ;3;CARMEN SANCHEZ;91.96;85.76;96.39;38.75;105.0;56.79;81.3;38.58;70.57;26.28;31.12;68.52;791.02;135.46;98.46;87.2;131.36;76.12;102.15;38.58;83.36;108.88;61.35;96.13;67.22;1086.27;75.87;0.0;90.86;78.73;101.07;118.89;95.6;56.61;85.46;52.3;69.66;47.86;872.92;45.17;64.47;39.13;39.77;91.04;84.18;68.11;126.87;70.09;628.84;3379.04
1253;Santa Cruz;MONTERO;FERRETERIA TROPICANA;3;CARMEN SANCHEZ;204.66;214.48;166.38;247.22;422.89;271.65;174.89;197.16;523.89;275.02;188.77;262.08;3149.08;318.77;243.15;430.56;315.14;592.43;443.01;446.03;395.88;354.65;345.17;369.75;427.32;4681.86;515.82;250.78;324.43;501.6;434.6;390.48;380.63;476.38;0.0;420.94;296.29;356.36;4348.29;287.6;416.15;478.92;237.88;491.23;247.62;137.45;372.35;479.38;3148.57;15327.81
3463;Santa Cruz;MONTERO;FERRETERIA GABRIEL (MONTERO);3;CARMEN SANCHEZ;258.19;238.26;165.68;225.61;0.0;208.12;159.88;257.69;397.16;244.12;390.19;193.29;2738.19;516.58;645.77;385.81;479.26;307.85;209.18;244.18;505.53;663.14;365.83;379.75;330.15;5033.01;378.33;207.81;196.86;215.04;421.46;237.99;247.86;264.66;0.0;246.93;215.21;311.07;2943.21;293.4;430.97;472.93;294.88;176.71;241.93;117.1;556.16;556.95;3141.03;13855.44
3444;Santa Cruz;MONTERO;FERRETERIA TEJERINA (MLNTERO);3;CARMEN SANCHEZ;409.22;267.97;342.88;217.64;477.51;274.37;244.49;242.14;389.38;258.15;314.19;309.09;3747.01;449.01;248.42;214.56;256.96;315.27;420.34;180.93;503.95;511.13;711.42;349.89;392.52;4554.4;230.46;283.46;324.7;514.45;526.91;419.96;372.94;420.58;676.53;338.54;199.31;221.67;4529.5;192.77;452.91;259.45;429.13;392.62;185.64;312.73;528.53;550.58;3304.36;16135.27
2409;Santa Cruz;MONTERO;PINTURERIA MUNDO COLOR;3;CARMEN SANCHEZ;418.54;457.61;438.66;329.48;244.8;337.68;342.94;444.08;600.57;472.99;570.42;285.7;4943.47;412.26;0.0;346.1;657.24;761.52;562.38;496.56;467.65;876.01;575.61;519.72;524.91;6199.97;460.66;766.76;479.9;910.31;185.94;617.53;419.7;390.75;777.76;497.89;475.29;384.73;6367.22;470.98;380.81;879.38;612.37;615.98;361.58;652.21;621.77;567.56;5162.64;22673.29
3230;Santa Cruz;MONTERO;FERRETERIA ELIAS ( MONTERO);3;CARMEN SANCHEZ;113.3;168.18;153.37;145.4;0.0;0.0;0.0;180.47;0.0;65.34;120.97;132.49;1079.51;135.85;385.56;372.62;307.06;322.28;213.28;135.79;289.49;180.01;0.0;287.43;183.71;2813.08;181.61;254.86;224.67;164.34;199.27;251.62;165.89;164.26;262.42;213.26;347.93;138.42;2568.53;121.18;196.35;215.75;124.05;172.09;207.64;0.0;181.02;251.66;1469.73;7930.85
2493;Santa Cruz;MONTERO;FERRETERIA DON VICTOR;3;CARMEN SANCHEZ;105.71;132.49;0.0;109.41;78.01;152.84;96.46;146.98;179.8;126.05;120.81;119.78;1368.34;272.09;164.28;161.23;189.8;312.38;303.17;132.69;285.1;250.92;169.09;194.71;121.7;2557.16;177.59;134.57;146.4;174.33;209.15;221.95;99.39;188.77;131.55;146.98;0.0;142.62;1773.3;174.52;179.72;212.74;99.58;125.69;160.24;196.31;218.19;0.0;1367.0;7065.8
